timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1723875622919,452,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-211,text,true,,1353,192,250,250,http://43.202.54.29:8080/expectations,452,0,58
1723875621813,1559,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-17,text,true,,1353,192,250,250,http://43.202.54.29:8080/expectations,1558,0,203
1723875621920,1464,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-82,text,true,,1353,192,250,250,http://43.202.54.29:8080/expectations,1449,0,76
1723875622179,1205,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-141,text,true,,1353,192,250,250,http://43.202.54.29:8080/expectations,1201,0,25
1723875622934,437,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-213,text,true,,1353,192,250,250,http://43.202.54.29:8080/expectations,435,0,43
1723875621896,1488,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-107,text,true,,1353,192,250,250,http://43.202.54.29:8080/expectations,1488,0,105
1723875621893,1491,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-94,text,true,,1353,192,250,250,http://43.202.54.29:8080/expectations,1491,0,103
1723875622405,979,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-104,text,true,,1353,192,250,250,http://43.202.54.29:8080/expectations,979,0,37
1723875621946,1439,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-121,text,true,,1353,192,250,250,http://43.202.54.29:8080/expectations,1426,0,69
1723875621922,1463,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-59,text,true,,1353,192,250,250,http://43.202.54.29:8080/expectations,1449,0,74
1723875621917,1474,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-33,text,true,,1353,192,253,253,http://43.202.54.29:8080/expectations,1474,0,72
1723875621823,1574,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-99,text,true,,1353,192,253,253,http://43.202.54.29:8080/expectations,1546,0,185
1723875621813,1586,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-57,text,true,,1353,192,256,256,http://43.202.54.29:8080/expectations,1571,0,189
1723875621810,1589,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-96,text,true,,1353,192,256,256,http://43.202.54.29:8080/expectations,1559,0,192
1723875623017,387,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-229,text,true,,1353,192,256,256,http://43.202.54.29:8080/expectations,382,0,27
