timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1723978864496,275,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-43,text,true,,3301,189,73,73,http://localhost:8080/expectations,275,0,25
1723978864489,283,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-12,text,true,,3301,189,73,73,http://localhost:8080/expectations,283,0,29
1723978864727,47,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-68,text,true,,3301,189,74,74,http://localhost:8080/expectations,47,0,1
1723978864783,17,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-88,text,true,,3301,189,77,77,http://localhost:8080/expectations,9,0,1
1723978864488,286,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-39,text,true,,3301,189,74,74,http://localhost:8080/expectations,286,0,30
1723978864515,260,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-64,text,true,,3301,189,74,74,http://localhost:8080/expectations,260,0,6
1723978864490,286,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-26,text,true,,3301,189,74,74,http://localhost:8080/expectations,286,0,30
1723978864493,283,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-1,text,true,,3301,189,74,74,http://localhost:8080/expectations,283,0,28
1723978864799,6,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-75,text,true,,3301,189,77,77,http://localhost:8080/expectations,6,0,1
1723978864513,266,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-47,text,true,,3301,189,74,74,http://localhost:8080/expectations,266,0,8
1723978864800,5,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-79,text,true,,3301,189,77,77,http://localhost:8080/expectations,5,0,3
