timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1723980081088,510,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-33,text,true,,3301,189,23,23,http://localhost:8080/expectations,430,0,86
1723980081081,632,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-10,text,true,,3301,189,23,23,http://localhost:8080/expectations,456,0,92
1723980081325,273,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-48,text,true,,3301,189,23,23,http://localhost:8080/expectations,272,0,1
1723980081704,6,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-68,text,true,,3301,189,23,23,http://localhost:8080/expectations,5,0,1
1723980081704,5,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-4,text,true,,3301,189,23,23,http://localhost:8080/expectations,5,0,1
1723980081699,4,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-15,text,true,,3301,189,23,23,http://localhost:8080/expectations,4,0,1
1723980081081,516,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-9,text,true,,3301,189,19,19,http://localhost:8080/expectations,516,0,92
1723980081434,213,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-8,text,true,,3301,189,23,23,http://localhost:8080/expectations,156,0,51
1723980081543,156,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-79,text,true,,3301,189,23,23,http://localhost:8080/expectations,156,0,61
1723980081130,517,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-35,text,true,,3301,189,23,23,http://localhost:8080/expectations,460,0,45
