timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1723875383370,584,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-11,text,true,,3301,189,64,64,http://localhost:8080/expectations,583,0,260
1723875383603,352,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-12,text,true,,3301,189,66,66,http://localhost:8080/expectations,352,0,30
1723875383344,612,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-3,text,true,,3301,189,69,69,http://localhost:8080/expectations,612,0,286
1723875383444,513,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-28,text,true,,3301,189,71,71,http://localhost:8080/expectations,513,0,187
1723875383399,555,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-21,text,true,,3301,189,71,71,http://localhost:8080/expectations,554,0,231
1723875383586,420,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-33,text,true,,3301,189,78,78,http://localhost:8080/expectations,420,0,43
1723875383348,658,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-18,text,true,,3301,189,78,78,http://localhost:8080/expectations,656,0,284
1723875383613,344,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-56,text,true,,3301,189,73,73,http://localhost:8080/expectations,343,0,16
1723875383560,446,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-47,text,true,,3301,189,78,78,http://localhost:8080/expectations,446,0,70
1723875383344,610,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-9,text,true,,3301,189,73,73,http://localhost:8080/expectations,610,0,286
1723875383505,449,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-31,text,true,,3301,189,73,73,http://localhost:8080/expectations,449,0,124
1723875383628,330,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-51,text,true,,3301,189,73,73,http://localhost:8080/expectations,330,0,1
1723875383957,50,선착순 이벤트들 조회 (처음 진입),200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-11,text,true,,1837,128,78,78,http://localhost:8080/event/order,49,0,0
1723875383344,610,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-15,text,true,,3301,189,73,73,http://localhost:8080/expectations,609,0,286
1723875383395,563,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-7,text,true,,3301,189,73,73,http://localhost:8080/expectations,563,0,235
1723875383418,541,메인 페이지  기대평 가져오기,200,,(이벤트 시작 전) 메인 페이지 -> 선착순 퀴즈 페이지 진입 시나리오 A 1-26,text,true,,3301,189,73,73,http://localhost:8080/expectations,541,0,213
